title;price;type;country;color;alcohol;age;vol;raw;class
Вино Montepulciano d’Abruzzo Villa Gemma 2006 DOC 0,75 л;;вино;италия;красное;;;;;
Вино Capo Martino – Jermann;;вино;италия;белое;;;;;
Вино Chianti Montalbano, Tenuta Cantagallo;;вино;италия;красное;;;;;
Вино ARZUAGA Reserva Espesial 0,75 л;;вино;испания;красное;;;;;
Вино 2011 – Chаteau Moulin Riche – Chаteau Leoville-Poyferre 1,5 л;;вино;франция;красное;;;;;
Вино Chateau Montrose St Estephe AOC 2-me Grand Cru Classe 1998;;вино;франция;красное;;;;;
Вино Chateau Duhart Milon-Rothschild AOC 4-ieme Grand Cru Classe 2006;;вино;франция;красное;;;;;
Вино Pin Monferrato Rosso – La Spinetta;;вино;италия;красное;;;;;
Вино 2006 – Chateau d’Armailhac 0,75 л;;вино;франция;красное;;;;;
Вино Angelo Gaja, DaGromis Barolo 2013 DOCG 0,75 л;;вино;италия;красное;;;;;
Вино 2008 – Barolo Parej – Icardi 1,5 л;;вино;италия;красное;;;;;
Вино 2004 – Chateau Rauzan Segla 0,75 л;;вино;франция;красное;;;;;
Вино Domaine William Fevre Chablis Grand Cru АОС Les Clos 2011;;вино;франция;белое;;;;;
Вино 2014 – Blanc – Chateau de Fieuzal 0,75 л;;вино;франция;белое;;;;;
Вино 2013 – Les Echezeaux Vieilles Vignes – Gevrey-Chambertin – Pierre Naigeon 0,75 л;;вино;франция;красное;;;;;
Вино Alenza Gran Reserva DO 2001 0,75 л;;вино;испания;красное;;;;;
Вино Les Plantes – Chambolle-Musigny Premier Cru – Domaine Jacques Cacheux 0,75 л;;вино;франция;красное;;;;;
Вино Nuits-St-Georges Clos de la Marechale 1998 АОС 1-er Cru 0,75 л;;вино;франция;красное;;;;;
Вино La Roncaia Refosco 1,5 л;;вино;италия;красное;;;;;
Вино Trial Hill Eden Valley Shira 2010 0,75 л;;вино;австралия;красное;;;;;
Вино 2015 – Blanc – Chateau de Fieuzal 0,75 л;;вино;франция;белое;;;;;
Вино Amarone della Valpolicella Classico – Tommasi 1,5 л;;вино;италия;красное;;;;;
Вино Chateau du Domaine De L’Eglise;;вино;франция;красное;;;;;
Вино Chassagne-Montrachet Morgeot АОС 1-er Cru 0,75 л;;вино;франция;белое;;;;;
Вино Le Volte - Ornellaia;;вино;италия;красное;;;;;
Вино 2012 – Chateau Beychevelle 0,75 л;;вино;франция;красное;;;;;
Вино Proprieta Sperino ’L Franc Bandit VdT;;вино;италия;красное;;;;;
Вино Domaine Arnoux Lachaux Les Hautes Maizieres Vosne Romanee 2012 АОС;;вино;франция;красное;;;;;
Вино ARZUAGA Reserva Espesial 1,5 л;;вино;испания;красное;;;;;
Вино Arzuaga Reserva 1,5 л;;вино;испания;;15;;;;
Вино Il Carbonaione – Poggio Scalette 1,5 л;;вино;италия;красное;;;;;
Вино 2010 – Chateau Gruaud Larose 0,75 л;;вино;франция;красное;;;;;
Вино Chablis Grand Cru Les Clos Laroche 0,75 л;;вино;франция;белое;;;;;
Вино Chateau l Evangile Pomerol;;вино;франция;красное;;;;;
Вино Chateau Fontenil Le Defi De Fontenil 2005 VdT;;вино;франция;красное;;;;;
Вино Amarone Della Valpolicella Classico – Bertani;;вино;италия;;;;;;
Вино Nuits-Saint-Georges Les Saint-Georges 2012 АОС 1-er Cru 0,75 л;;вино;франция;красное;;;;;
Вино Chateau Pontet Canet 2000 0,75 л;;вино;франция;красное;;;;;
Вино Vieux Chateau Certan Pomerol AOC 2004;;вино;франция;красное;;;;;
Вино Cuvee Billardet – Pommard – Hospices de Beaune – Aegerter;;вино;франция;красное;;;;;
Вино 2011 – Chateau Pichon Longueville Comtesse de Lalande 0,75 л;;вино;франция;красное;;;;;
Вино 1999 – Sassicaia 0,375 л;;вино;италия;красное;;;;;
Вино Valbuena 5 2008 DO 0,75 л;;вино;испания;красное;;;;;
Вино 1998 – Sassicaia 0,375 л;;вино;италия;красное;;;;;
Вино 2011 – Vintage Tunina – Jermann 1,5 л;;вино;италия;белое;;;;;
Вино 2010 – Blanc – Chateau de Fieuzal 1,5 л;;вино;франция;белое;;;;;
Вино Red Rock Terrace 2011 0,75 л;;вино;сша;красное;;;;;
Вино Chateau Canon Saint-Emilion AOC 1-er Grand Cru Classe B 2006;;вино;франция;красное;;;;;
Вино Viña von Sibenthal Tatay de Cristobal 2009;;вино;чили;красное;;;;;
Вино Chateau d Yquem Sauternes AOC 1-er Grand Cru Superieur 1998;;вино;франция;белое;;;;;
Вино Muga Aro 2009 Rioja DOC 0,75 л;;вино;испания;красное;;;;;
Вино Latricieres-Chambertin 2000 AOC Grand Cru 0,75 л;;вино;франция;красное;;;;;
Вино 2007 – Pavillon Blanc Du Chateau Margaux;;вино;франция;белое;;;;;
Вино Santambrogio – Amarone della Valpolicella Classico – Aldegheri 3 л;;вино;италия;красное;;;;;
Вино Valbuena 5 2010 DO;;вино;испания;красное;;;;;
Вино Malbec – Catena Alta – Catena Zapata;;вино;аргентина;красное;;;;;
Вино Latricieres-Chambertin 1998 AOC Grand Cru 0,75 л;;вино;франция;красное;;;;;
Вино 2010 – Clos du Marquis;;вино;франция;красное;;;;;
Вино Cepparello 2013 IGT;;вино;италия;красное;;;;;
Вино Chateau Climens 2005 АОС Premier Cru;;вино;франция;белое;;;;;
Вино 2011 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино Faiveley Echezeaux 2012 АОС Grand Cru;;вино;франция;красное;;;;;
Вино La Roncaia Refosco 3 л;;вино;италия;красное;;;;;
Вино 2000 – Chateau Calon Segur;;вино;франция;красное;;;;;
Вино Red Rock Terrace;;вино;сша;красное;;;;;
Вино Red Rock Terrace;;вино;сша;красное;;;;;
Вино 2013 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино Schidione 2003 0,75 л;;вино;италия;красное;;;;;
Вино Faiveley, Clos De Vougeot 2011 АОС Grand Cru 0,75 л;;вино;франция;красное;;;;;
Вино Corton-Charlemagne 2011 АОС Grand Cru 0,75 л;;вино;франция;белое;;;;;
Вино Volcanic Hill 2011 0,75 л;;вино;сша;красное;;;;;
Вино Red Rock Terrace 0,75 л;;вино;сша;красное;;;;;
Вино Red Rock Terrace;;вино;сша;красное;;;;;
Вино 2015 – Almaviva 0,75 л;;вино;чили;красное;;;;;
Вино 2013 – Chateau Figeac 1,5 л;;вино;франция;красное;;;;;
Вино 2007 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 1996 – Sassicaia;;вино;италия;красное;;;;;
Вино Faiveley, Echezeaux 2013 АОС Grand Cru 0,75 л;;вино;франция;красное;;;;;
Вино Vega Sicilia Unico 2007 DO 0,75 л;;вино;испания;красное;;;;;
Вино Steiner Shiraz Eden Valley 2011 0,75 л;;вино;австралия;красное;;;;;
Вино Chateau Haut Brion Rouge Pessac-Leognan AOC 1-er Grand Cru Classe 2001;;вино;франция;красное;;;;;
Вино 2003 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 2013 – Sassicaia 1,5 л;;вино;италия;красное;;;;;
Вино Chambertin Clos De Beze 2012 АОС Grand Cru 0,75 л;;вино;франция;красное;;;;;
Вино Chateau Haut Brion Blanc Pessac-Leognan AOC 1-er Grand Cru Classe 2008;;вино;франция;белое;;;;;
Вино 2012 – Bienvenues-Batard-Montrachet – Faiveley 0,75 л;;вино;франция;белое;;;;;
Вино 1999 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 2007 – Le Vigne Barolo – Luciano Sandrone;;вино;италия;красное;;;;;
Вино 1998 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 2008 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 1994 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 2006 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 2011 – Sassicaia 3 л;;вино;италия;красное;;;;;
Вино 1996 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 1995 – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 2013 – Chateau Margaux 0,75 л;;вино;франция;красное;;;;;
Вино Chateau Lafite Rothschild Pauillac 1 er Grand Cru Classe 2013 AOC 0,75 л;;вино;франция;красное;;;;;
Вино Gravelly Meadow;;вино;сша;красное;;;;;
Вино 2011 – Sassicaia 1,5 л;;вино;италия;красное;;;;;
Вино 2007 – Sassicaia 1,5 л;;вино;италия;красное;;;;;
Вино 2005 – Chateau Palmer 0,75 л;;вино;франция;красное;;;;;
Вино 2005 – Sassicaia 1,5 л;;вино;италия;красное;;;;;
Вино 2013 – Chateau Mouton Rothschild 0,75 л;;вино;франция;красное;;;;;
Вино 1999 – Sassicaia 1,5 л;;вино;италия;красное;;;;;
Вино 2004 – Sassicaia 1,5 л;;вино;италия;красное;;;;;
Вино 2006 – Sassicaia;;вино;италия;красное;;;;;
Вино 2000 – Sassicaia 1,5 л;;вино;италия;красное;;;;;
Вино Corton Prince Florent de Merode AOC 2014 0,75 л;;вино;франция;красное;;;;;
Вино Corton 2013 АОС Grand Cru 0,75 л;;вино;франция;красное;;;;;
Вино 2008 – Sassicaia;;вино;италия;красное;;;;;
Вино 2015 – Corton Prince Florent de Merode 0,75 л;;вино;франция;красное;;;;;
Вино 1975 – Chateau Mouton Rothschild 1,5 л;;вино;франция;красное;;;;;
Вино Chateau Lafite Rothschild Pauillac 1-er Grand Cru 1998 АОС 0,75 л;;вино;франция;красное;;;;;
Вино Chateau Ausone Saint-Emilion AOC 1-er Grand Cru Classe A 2004;;вино;франция;красное;;;;;
Вино 1997 – Where Dreams – Jermann 3 л;;вино;италия;белое;;;;;
Вино 2002 – Sassicaia 3 л;;вино;италия;красное;;;;;
Вино Grands Echezeaux 2014 АОС Grand Cru 0,75 л;;вино;франция;красное;;;;;
Вино 2006 – Chateau Mouton Rothschild;;вино;франция;красное;;;;;
Вино 2010, 2008, 2006, 2004, 2002, 2000 x 2 bottles – Sassicaia 0,75 л;;вино;италия;красное;;;;;
Вино 2013 – Sassicaia 6 л;;вино;италия;красное;;;;;
Вино 2007 – Sassicaia 6 л;;вино;италия;красное;;;;;
Вино Echezeaux 1996 АОС Grand Cru 0,75 л;;вино;франция;красное;;;;;
Вино 2010, 2008, 2006, 2004, 2002, 2000 x 2 bottles – Sassicaia 9 л;;вино;италия;красное;;;;;
Вино Merlot – Botter;;вино;италия;красное;;;;;
Вино 2002 – Romanee-Conti 0,75 л;;вино;франция;красное;;;;;
Шампанское Deutz, Brut Classic 0,75 л;4200;шампанское;франция;белое;;;0,75;;
Шампанское Deutz, Brut Classic gift box 0,75 л;4550;шампанское;франция;белое;;;0,75;;
Шампанское Deutz, Brut Rose 0,75 л;5200;шампанское;франция;розовое;;;0,75;;
Шампанское Deutz, Brut Rose gift box 0,75 л;5800;шампанское;франция;розовое;;;0,75;;
Шампанское Grane Rose Sparkling Wine gift box 0,75 л;520;шампанское;;розовое;;;0.75л%;;
Шампанское Brut – Francois Dulac 0,75 л;649;шампанское;франция;белое;;;0,75;;
Шампанское Chardonnay Pinot Noir – Crest – Hardys 0,75 л;833;шампанское;;белое;;;0,75;;
Шампанское Игристое вино Chevalier Lacassan Vins Mousseux Brut 0,75 л;970;шампанское;франция;белое;;;0,75;;
Шампанское Veuve Clicquot Brut 0,75 л;5771;шампанское;франция;белое;;;0,75;;
Шампанское Elysee Brut 0,75 л;447;шампанское;франция;белое;10,5;;0,75;;
Шампанское Opera Blanc de Blancs Demi-Sec 0,75 л;671;шампанское;франция;белое;11;;0,75;;
Шампанское Ice Rose – Veuve de Vernay;1188;шампанское;франция;розовое;11;;0,75;;
Шампанское Bouvet Ladubay Bouvet Brut Rose;1605;шампанское;франция;розовое;;;0,75;;
Шампанское Cremant d’Alsace AOC Brut Cuvee Paul-Edouard 0,75 л;2290;шампанское;франция;белое;;;0,75;;
Шампанское Grand Reserve Demi Sec – Baron-Fuente 0,75 л;3220;шампанское;франция;белое;;;0,75;;
Шампанское Moet & Chandon Imperial Rose in gift box 0,75 л;5090;шампанское;франция;розовое;;;0,75;;
Шампанское Moet & Chandon Nectar Imperial Gift box 0,75 л;5802;шампанское;франция;белое;;;0,75;;
Шампанское Moet & Chandon Brut Imperial;6963;шампанское;франция;;;;0,75;;
Шампанское Veuve Clicquot Ponsardin Brut Rose with gift box 0,75 л;6919;шампанское;франция;розовое;;;0,75;;
Шампанское Bollinger Special Cuvee Brut АОС Non-vintage Gift box 0,75 л;10086;шампанское;франция;белое;;;0,75;;
Шампанское Ladubay Bouvet 1851 Brut 0,75 л;1860;шампанское;франция;белое;;;0,75;;
Шампанское Duval-Leroy Brut 0,2 л;4310;шампанское;франция;;;;0,75;;
Шампанское Forget-Brimont Extra Brut Premier Cru 0,75 л;4627;шампанское;франция;белое;;;0,75;;
Шампанское Brut Reserve – Nicolas Feuillatte 0,2 л;4740;шампанское;франция;белое;12;;0,75;;
Шампанское Brut Nature – Ayala 0,75 л;7616;шампанское;франция;белое;;;0,75;;
Шампанское Brut Grande Tradition – Besserat de Bellefon 0,75 л;6252;шампанское;франция;белое;;;0,75;;
Шампанское Brut – Cuvee Des Moines – Besserat de Bellefon 0,75 л;7153;шампанское;франция;белое;;;0,75;;
Шампанское Brut Majeur – Ayala 0,375 л;7307;шампанское;франция;белое;;;0,75;;
Шампанское Brut – Collet 1,5 л;9423;шампанское;франция;белое;;;1,5;;
Шампанское Brut Tradition Grand Cru 0,75 л;9516;шампанское;франция;белое;;;0,75;;
Шампанское Champagne J Lassalle Premier Cru Chigny Les Roses Spécial Club 2008 0,75 л;11300;шампанское;франция;белое;;;0,75;;
Шампанское Brut – La Cote aux Enfants 0,75 л;14923;шампанское;франция;красное;;;0,75;;
Шампанское Jacquesson Cuvee Brut 1,5 л;19645;шампанское;франция;белое;;;1,5;;
Шампанское Elysee Doux 0,75 л;447;шампанское;франция;белое;10,5;;0,75;;
Шампанское Rouge Moelleux – Сhevalier Lacassan 0,75 л;517;шампанское;франция;красное;12;;0,75;;
Шампанское Cuvee Jean-Louis Demi-Sec 0,75 л;636;шампанское;франция;белое;;;0,75;;
Шампанское Francois Dulac Demi-Sec 0,75 л;649;шампанское;франция;белое;;;0,75;;
Шампанское Opera Blanc de Blancs Brut 0,75 л;671;шампанское;франция;белое;11;;0,75;;
Шампанское Opera Blanc de Blancs Doux 0,75 л;671;шампанское;франция;белое;11;;0,75;;
Шампанское Rose – Fines Bulles – Bonne Bouvelle 0,75 л;790;шампанское;франция;розовое;;;0,75;;безалкогольное
Шампанское Blanc – Fines Bulles – Bonne Bouvelle 0,75 л;790;шампанское;франция;;;;0,75;;безалкогольное
Шампанское Geisweiler Excellence Blanc de Blancs Brut 0,75 л;917;шампанское;франция;белое;;;0,75;;
Шампанское Geisweiler Excellence, Rose Brut 0,75 л;989;шампанское;франция;розовое;;;0,75;;
Шампанское Geisweiler Excellence, Blanc de Blancs Brut 0,75 л;989;шампанское;франция;белое;;;0,75;;
Шампанское Chardonnay – Blanc de Blancs – Brut Dargent 0,75 л;1120;шампанское;франция;белое;;;0,75;;
Шампанское Ice – Veuve de Vernay;1188;шампанское;франция;белое;11;;0,75;;
Шампанское Cava Ambrosia Reserva;1345;шампанское;;белое;;;0,75;;
Шампанское Semi-sweet – Saint-Hilaire – Aimery Sieur D’Arques 0,75 л;1446;шампанское;франция;белое;;;0,75;;
Шампанское Brut – Saint-Hilaire – Aimery Sieur D’Arques 0,75 л;2018;шампанское;франция;белое;;;0,75;;
Шампанское Cremant de Limoux – Toques et Clochers 0,75 л;1547;шампанское;франция;белое;;;0,75;;
Шампанское Brut Kattin – Cremant d’Alsace – Joseph Cattin 0,75 л;1550;шампанское;франция;белое;;;0,75;;
Шампанское Kaapse Vonkel Brut – Simonsig 0,75 л;1590;шампанское;;белое;;;0,75;;
Шампанское Cremant d’Alsace Cuvee Julien АОС 0,75 л;1590;шампанское;франция;белое;;;0,75;;
Шампанское Kaapse Vonkel Brut Rose – Simonsig 0,75 л;1590;шампанское;;розовое;;;0,75;;
Шампанское Bailly Lapierre Rose Brut Cremant De Bourgogne AOC 0,75 л;1602;шампанское;франция;розовое;;;0,75;;
Шампанское Kaapse Vonkel Brut Rose – Simonsig 0,75 л;1770;шампанское;;розовое;;;0,75;;
Шампанское Kaapse Vonkel Brut – Simonsig 0,75 л;1770;шампанское;;белое;;;0,75;;
Шампанское Brut Rose – Saint-Hilaire – Cremant de Limoux – Aimery Sieur D’Arques 0,75 л;2362;шампанское;франция;розовое;;;0,75;;
Шампанское Brut Reserve Particuliere – Nicolas Feuillatte 0,2 л;1789;шампанское;франция;белое;;;0,2;;
Шампанское Cremant De Bourgogne – Domaine Fournillon 0,75 л;1969;шампанское;франция;белое;;;0,75;;
Шампанское Bouvet Saumur Saphir Brut Vintage 0,75 л;1980;шампанское;франция;белое;;;0,75;;
Шампанское Cremant de Limoux Blason Rouge gift box 0,75 л;2702;шампанское;франция;белое;12;;0,75;;
Шампанское Cremant de Bourgogne Brut Rose AOC 0,75 л;2029;шампанское;франция;розовое;;;0,75;;
Шампанское Baumann Family Estate Cremant d'Alsace Brut;2069;шампанское;франция;белое;;;0,75л;;
Шампанское Cremant de Bourgogne Brut Rose (Gift box) AOC 0,75 л;2138;шампанское;франция;розовое;;;0,75;;
Шампанское Cremant de Limoux Vintage – Toques et Clochers 0,75 л;2200;шампанское;франция;белое;;;0,75;;
Шампанское Brut – Cremant de Bourgogne – Pierre Naigeon 0,75 л;2299;шампанское;франция;белое;;;0,75;;
Шампанское Cremant de Loire Brut Rose AOC 0,75 л;2437;шампанское;франция;розовое;;;0,75;;
Шампанское Cremant de Bourgogne Brut Rose (Gift box) AOC 0,75 л;2502;шампанское;франция;розовое;;;0,75;;
Шампанское Louis Bouillot, Perle d’Or Rose Millesime, Cremant de Bourgogne AOC 0,75 л;2502;шампанское;франция;розовое;;;0,75;;
Шампанское Rose Brut – Cremant de Bourgogne – Pierre Naigeon 0,75 л;2541;шампанское;франция;розовое;;;0,75;;
Шампанское olfberger Cremant d’Alsace Brut 0,75 л;2561;шампанское;франция;белое;;;0,75;;
Шампанское Bouvet Ladubay Tresor Brut Rose 0,75 л;2690;шампанское;франция;розовое;;;0,75;;
Шампанское Bouvet Ladubay Instinct Cuve Du Millnaire Saumur Brut 0,75 л;2740;шампанское;франция;белое;;;0,75;;
Шампанское Bouvet Ladubay Instinct Cuvée Du Millénaire Saumur Brut 0,75 л;2960;шампанское;франция;белое;;;0,75;;
Шампанское Bouvet Tresor Brut Rose 0,75 л;2960;шампанское;франция;розовое;;;0,75;;
Шампанское Preference Brut Premier Cru Chigny Les Roses 0,375 л;2990;шампанское;франция;белое;;;0,375;;
Шампанское Brut Reserve – Taittinger 0,375 л;3290;шампанское;франция;белое;12;;0,375;;
Шампанское Grand Reserve Brut – Delot – La Champenoise 0,75 л;3388;шампанское;франция;белое;;;0,75;;
Шампанское Mercier Brut 0,75 л;3604;шампанское;франция;белое;;;0,75;;
Шампанское Rose Brut – Delot – La Champenoise 0,75 л;3751;шампанское;франция;розовое;;;0,75;;
Шампанское Yves Louvet Cuvee de Selection;3780;шампанское;франция;белое;;;0,75;;
Шампанское Yves Louvet Cuvee Rose;3930;шампанское;франция;розовое;;;0,75;;
Шампанское Tribaut Brut Rose 0,75 л;4114;шампанское;франция;розовое;;;0,75;;
Шампанское Gallimard Pere et Fils Cuvee de Reserve Blanc de Noirs Brut;4201;шампанское;франция;белое;;;0,75л;;
Шампанское Yves Louvet Cuvee Millesim;4360;шампанское;франция;белое;;;0,75;;
Шампанское Duval-Leroy Brut Gift Box 0,75 л;4398;шампанское;франция;;12;;0,75;;
Шампанское Forget-Brimont Brut Premier Cru 0,75 л;4439;шампанское;франция;белое;;;0,75;;
Шампанское 2007 – Millesime – Delot – La Champenoise 0,75 л;4477;шампанское;франция;белое;;;0,75;;
Шампанское Cuvee Legende Brut – Delot – La Champenoise 0,75 л;4477;шампанское;франция;белое;;;0,75;;
Шампанское Black Label Brut – Lanson 0,2 л;4490;шампанское;франция;белое;;;0,75;;
Шампанское Forget-Brimont Brut Premier Cru 0,375 л;4521;шампанское;франция;белое;;;0,75;;
Шампанское Cuvee Yllen – Herbert Beaufort 0,375 л;5040;шампанское;франция;розовое;;;0,375;;
Шампанское Carte Or – Herbert Beaufort 0,375 л;5040;шампанское;франция;белое;;;3;;
Шампанское Tradition Premier Cru Brut – Gonet-Medeville 0,75 л;4719;шампанское;франция;белое;;;0,75;;
Шампанское Champagne Gallimard Pere et Fils Cuvee Grande Reserve Chardonnay;4830;шампанское;франция;белое;;;0,75л;;
Шампанское Tribaut Brut Rose 0,75 л;4890;шампанское;франция;розовое;;;0,75;;
Шампанское Drappier Carte d`Or, Champagne AOC 0,375 л;4899;шампанское;франция;белое;;;0,75;;
Шампанское Blanc de Noirs Premier Cru Brut – Gonet-Medeville 0,75 л;4961;шампанское;франция;белое;;;0,75;;
Шампанское Twist Pack – Ivory Label Demi-sec – Lanson 0,75 л;4990;шампанское;франция;белое;;;0,75;;
Шампанское Black Label Brut – Lanson 0,75 л;4990;шампанское;франция;белое;;;0,75;;
Шампанское Forget-Brimont Brut Rose Premier Cru 0,75 л;5019;шампанское;франция;розовое;;;0,75;;
Шампанское Forget-Brimont Brut Rose Premier Cru 0,375 л;5019;шампанское;франция;розовое;;;0,75;;
Шампанское Brut Nature Zero Dosage Andre et Michel, Sans Soufre, Champagne AOC 0,75 л;5057;шампанское;франция;белое;;;0,75;;
Шампанское Delamotte Brut 0,375 л;5093;шампанское;франция;розовое;;;0,75;;
Шампанское Brut Reserve – Nicolas Feuillatte 0,75 л;5110;шампанское;франция;белое;12;;0,75;;
Шампанское Ivory Label Demi-sec – Lanson 0,75 л;5190;шампанское;франция;белое;;;0,75;;
Шампанское Cuvee du Melomane – Herbert Beaufort 0,75 л;5779;шампанское;франция;белое;;;0,75;;
Шампанское Drappier Rose, Champagne AOC 0,375 л;5247;шампанское;франция;розовое;;;0,75;;
Шампанское Delamotte Brut 0,75 л;5290;шампанское;франция;белое;;;0,75;;
Шампанское Ivory Label Demi-sec – Lanson 0,75 л;5290;шампанское;франция;белое;;;0,75;;
Шампанское Rose Extra Brut Premier Cru – Gonet-Medeville 0,75 л;5324;шампанское;франция;розовое;;;0,75;;
Шампанское 2005 – Millesime – Delot – La Champenoise 0,75 л;5417;шампанское;франция;белое;;;0,75;;
Шампанское Twist Pack – Black Label Brut – Lanson 0,75 л;5490;шампанское;франция;белое;;;0,75;;
Шампанское Music Box – Black Label Brut – Lanson 0,75 л;5490;шампанское;франция;белое;;;0,75;;
Шампанское FIFA 2018 – Brut Reserve – Taittinger 0,75 л;5640;шампанское;франция;белое;12;;0,75;;
Шампанское Piper Heidsieck Cuve Brut 0,375 л;5690;шампанское;франция;белое;12;;0,75;;
Шампанское Veuve Clicquot Brut 0,375 л;5693;шампанское;франция;белое;;;0,75;;
Шампанское FIFA 2018 – Brut Reserve – Taittinger 0,75 л;5730;шампанское;франция;белое;12;;0,75;;
Шампанское Rose Label Brut Rose – Lanson 0,375 л;5790;шампанское;франция;розовое;;;0,75;;
Шампанское Pol Roger Brut Reserve 0,375 л;5821;шампанское;франция;;12,5;;0,75;;
Шампанское Brut Nature – Ayala 0,75 л;5828;шампанское;франция;белое;;;0,75;;
Шампанское Rose Label Brut Rose – Lanson 0,75 л;5990;шампанское;франция;розовое;;;0,75;;
Шампанское White Label Brut – Lanson 0,75 л;5990;шампанское;франция;белое;;;0,75;;
Шампанское Pol Roger Rich 0,75 л;6060;шампанское;франция;белое;;;0,75;;
Шампанское Brut Reserve – Taittinger 0,75 л;6140;шампанское;франция;белое;12;;0,75;;
Шампанское Шампань Краман 0,75 л;6184;шампанское;франция;белое;;;0,75;;
Шампанское Rose Brut – Delot – La Champenoise 0,75 л;6292;шампанское;франция;розовое;;;0,75;;
Шампанское Premier Cuvee – Bruno Paillard 0,375 л;6292;шампанское;франция;белое;;;0,75;;
Шампанское Forget-Brimont Blanc de Blancs Premier Cru 0,75 л;6313;шампанское;франция;белое;;;0,75;;
Шампанское Extra Brut – Herbert Beaufort 0,75 л;6329;шампанское;франция;белое;;;0,75;;
Шампанское Brut Reserve – Nicolas Feuillatte 0,75 л;6415;шампанское;франция;белое;12;;0,75;;
Шампанское Music Box – Rose Label Brut Rose – Lanson 0,75 л;6490;шампанское;франция;розовое;;;0,75;;
Шампанское Twist Pack – Rose Label Brut Rose – Lanson 0,75 л;6490;шампанское;франция;розовое;;;0,75;;
Шампанское Cuvee Legende Brut – Delot – La Champenoise 0,75 л;6655;шампанское;франция;белое;;;0,75;;
Шампанское Cuvee des Moines, Besserat de Bellefon brut AOC 0,75 л;6804;шампанское;франция;белое;;;0,75;;
Шампанское Duval-Leroy 0,75 л;6887;шампанское;франция;розовое;;;0,75;;
Шампанское Campaign Dash Of Seduction – Piper-Heidsieck 0,75 л;6900;шампанское;франция;белое;;;0,75;;
Шампанское Extra Aged Brut – Lanson 0,75 л;6990;шампанское;франция;белое;;;0,75;;
Шампанское Green Label Brut – Lanson 0,75 л;6990;шампанское;франция;белое;;;0,75;;
Шампанское La Favorite – Herbert Beaufort 0,75 л;7875;шампанское;франция;белое;;;1,5;;
Шампанское Green Label Brut – Lanson 0,75 л;7290;шампанское;франция;белое;;;0,75;;
Шампанское 2008 – Gold Label Brut Vintage – Lanson 0,75 л;7290;шампанское;франция;белое;;;0,75;;
Шампанское Delamotte Blanc de Blancs gift box 0,75 л;7323;шампанское;франция;белое;;;0,75;;
Шампанское Delamotte Blanc de Blancs 0,75 л;7323;шампанское;франция;белое;;;0,75;;
Шампанское 2008 – Gold Label Brut Vintage – Lanson 0,75 л;7490;шампанское;франция;белое;;;0,75;;
Шампанское Black Label Brut – Lanson 0,75 л;7490;шампанское;франция;белое;;;0,75;;
Шампанское Brut Majeur – Ayala 0,75 л;7616;шампанское;франция;белое;;;0,75;;
Шампанское Pure Extra Brut Pol Roger 0,75 л;7676;шампанское;франция;белое;;;0,75;;
Шампанское Rose Sauvage – Campaign Dash Of Seduction – Piper-Heidsieck 0,75 л;7900;шампанское;франция;белое;;;0,75;;
Шампанское Piper Heidsieck Rose Sauvage gift box 0,75 л;7950;шампанское;франция;розовое;;;0,75;;
Шампанское Bollinger Special Cuvee Brut АОС Non-vintage 0,75 л;7967;шампанское;франция;белое;;;0,75;;
Шампанское Prelude Grands Crus Brut – Taittinger 0,75 л;8003;шампанское;франция;белое;12,5;;0,75;;
Шампанское Sec – Cuvee des Moines – Besserat de Bellefon 0,75 л;10703;шампанское;франция;белое;;;0,75;;
Шампанское Veuve Clicquot Ponsardin Vintag 2004 0,75 л;8098;шампанское;франция;белое;;;0,75;;
Шампанское Deutz, Brut Classic 0,75 л;7818;шампанское;франция;белое;;;0,75;;
Шампанское Nocturne Rose – Taittinger 0,75 л;8188;шампанское;франция;розовое;;;0,75;;
Шампанское Prestige Rose – Taittinger 0,375 л;8475;шампанское;франция;розовое;12;;0,75;;
Шампанское Extra Aged Brut – Lanson 0,75 л;8490;шампанское;франция;белое;;;0,75;;
Шампанское Prestige Rose – Taittinger 0,75 л;8665;шампанское;франция;розовое;12;;0,75;;
Шампанское Vintage Rose 2008 - Veuve Clicquot 0,75 л;8931;шампанское;франция;розовое;;;0,75;;
Шампанское Rose Premier Cuvee – Bruno Paillard 0,375 л;9075;шампанское;франция;розовое;;;0,75;;
Шампанское Black Label Brut – Lanson 0,75 л;9290;шампанское;франция;белое;;;0,75;;
Шампанское 2008 – Blanc de Blancs – Delamotte 0,75 л;9315;шампанское;франция;белое;;;0,75;;
Шампанское Bollinger Rose Brut АОС Gift pack 1,5 л;9536;шампанское;франция;розовое;;;0,75;;
